City,Cappuccino,Cinema,Wine,Gasoline,Avg Rent,Avg Disposable Income,Total score
Cairo,0.21134020618556698,0.01879505664263646,0.21648626144879268,0.07407407407407407,0.06188014915960849,0.010314973356201889,0.06103890126660981
Quito,0.15979381443298968,0.014546858908341915,0.1835970024979184,0.13580246913580246,0.03849842749760221,0.018200765662428266,0.07522358054810574
Karachi,0.10309278350515463,0.01879505664263646,0.12406328059950043,0.37037037037037046,0.015633776256531815,0.0045640621117712735,0.11791904880222999
Lahore,0.16237113402061853,0.01879505664263646,0.1835970024979184,0.3641975308641976,0.017316789783499573,0.0029598859466931013,0.12340919113490077
Minsk,0.1829896907216495,0.003990731204943358,0.08825978351373856,0.3024691358024692,0.07511512420842602,0.04185814258110739,0.12835101319604564
Riyadh,0.28092783505154634,1.0,0.6369691923397169,0.0061728395061728366,0.09924913263971546,0.3073070827393057,0.13363934838126243
Lagos,0.5206185567010309,0.06089083419155511,0.23813488759367193,0.20370370370370372,0.21746359722850256,0.05550931990167487,0.1418831917261793
Caracas,0.30927835051546393,0.09410401647785788,0.4096586178184846,0.0,0.30694516823038226,0.09823106408744088,0.1450971776671563
Indore,0.07989690721649485,0.005406797116374871,0.1623646960865945,0.4753086419753087,0.017128211159393548,0.0,0.15080229553897206
Davao,0.04896907216494847,0.0011585993820803278,0.04329725228975854,0.4753086419753087,0.08790197155909911,0.009084702913811114,0.1515307476310849
Kochi,0.0,0.0,0.06203164029975022,0.4753086419753087,0.012235305568341502,0.03638705755494605,0.15958523044489287
Cebu,0.21391752577319584,0.013388259526261588,0.05620316402997502,0.5000000000000001,0.07184845578439582,0.01920186808123645,0.16125834095632402
Kharkiv,0.10309278350515463,0.018022657054582905,0.04746044962531225,0.5000000000000001,0.08158357378797679,0.03258045606848989,0.16922125891641848
Kolkata,0.06185567010309278,0.0077239958805355325,0.11240632805995004,0.49382716049382724,0.024468583409542076,0.03638705755494605,0.17180721488489256
Casablanca,0.28350515463917525,0.027420185375901133,0.05495420482930892,0.4814814814814815,0.17771000663066777,0.026392919431759795,0.17391443508110108
Vadodara,0.03092783505154639,0.004634397528321317,0.1623646960865945,0.4753086419753087,0.0,0.04512197769592058,0.1757748286606592
Medellin,0.1829896907216495,0.02021112255406797,0.22273105745212327,0.4382716049382716,0.028556481325646893,0.04579983258672805,0.17583515219101403
Manila,0.25257731958762886,0.01235839340885685,0.10907577019150709,0.4876543209876544,0.13606049115606808,0.02436176705432247,0.1778314000352973
Chennai,0.015463917525773209,0.0,0.11240632805995004,0.49382716049382724,0.03670388897788358,0.04366495152493228,0.17935111186531305
Gaborone,0.15206185567010308,0.0099124613800206,0.058284762697751874,0.3950617283950617,0.055655026836968706,0.09855189932045652,0.17966254037086993
Hanoi,0.1829896907216495,0.010942327497425337,0.2514571190674438,0.45679012345679015,0.12119319575880592,0.01244020523805733,0.17976168369537154
Porto Alegre,0.13917525773195874,0.043640576725025755,0.1074104912572856,0.5061728395061729,0.07441961379908874,0.04491934491717385,0.1813121434408797
Hyderabad,0.03092783505154639,0.0,0.11240632805995004,0.5185185185185186,0.024468583409542076,0.04366495152493228,0.18409923972974188
Bogota,0.16752577319587628,0.03166838311019567,0.22273105745212327,0.4506172839506173,0.062103199145110234,0.04974152259234869,0.1848158405972672
Dhaka,0.1829896907216495,0.0036045314109165788,0.29308909242298087,0.43209876543209874,0.03897899883000144,0.04218139010910811,0.1855940693896056
Pune,0.06185567010309278,0.0077239958805355325,0.13738551207327226,0.5061728395061729,0.03670388897788358,0.058220739464904726,0.1935077662828071
Jakarta,0.3298969072164948,0.02008238928939238,0.6119900083263946,0.23456790123456792,0.13930891003582993,0.05207179954793593,0.19367260810794013
Mexico City,0.25773195876288657,0.017893923789907316,0.22231473771856786,0.3024691358024692,0.1270208835618244,0.11249255203923358,0.1945220457805426
Delhi,0.06185567010309278,0.0077239958805355325,0.21273938384679436,0.4753086419753087,0.04893919454622507,0.058220739464904726,0.1972277140304554
Chiang Mai,0.11597938144329897,0.022142121524201853,0.3859283930058285,0.462962962962963,0.06195923051810456,0.025876688304952683,0.19731035837525
Varna,0.05927835051546391,0.027291452111225543,0.03871773522064947,0.6296296296296297,0.037512952107112654,0.03936141727154965,0.1990091127616491
Mumbai,0.06185567010309278,0.015576725025746654,0.1623646960865945,0.5061728395061729,0.09788041681959109,0.052399871665906796,0.2012824204156185
Ulaanbaatar,0.29639175257731953,0.01879505664263646,0.1835970024979184,0.4382716049382716,0.24066282344782555,0.04974152259234869,0.2044833116820085
Saint Petersburg,0.3788659793814432,0.05651390319258498,0.16944213155703583,0.33950617283950624,0.18511526614932586,0.12048930991477362,0.20453651654195865
Kiev,0.1829896907216495,0.030381050463439755,0.07452123230641133,0.5246913580246915,0.17437845093812795,0.0580446419309939,0.20660008124110912
Gurgaon,0.09536082474226804,0.015576725025746654,0.1877601998334721,0.46913580246913583,0.056281594523514535,0.08442067529785813,0.20783034627873928
Kuala Lumpur,0.288659793814433,0.009783728115345003,0.35761865112406327,0.20987654320987653,0.1494718784661461,0.14027495338239943,0.20925833158316448
Nairobi,0.19587628865979384,0.02716271884654995,0.21149042464612824,0.537037037037037,0.10371216007689141,0.04892375459240659,0.21278921588799757
Sofia,0.06958762886597938,0.027291452111225543,0.03871773522064947,0.6419753086419754,0.046368036531532174,0.056216122332303296,0.2137964986303009
Noida,0.09536082474226804,0.015576725025746654,0.175270607826811,0.4382716049382716,0.03670388897788358,0.11644389122479455,0.21430463752537002
Cordoba,0.3479381443298969,0.02716271884654995,0.08825978351373856,0.5308641975308643,0.08194450921906143,0.09705627642970693,0.2199152143800815
Colombo,0.2422680412371134,0.006951596292481979,0.37593671940049966,0.46913580246913583,0.12028882945395336,0.04974152259234869,0.2227181499913355
Pattaya,0.13917525773195874,0.01776519052523172,0.32889258950874267,0.49382716049382724,0.13460863852316574,0.05337202654489402,0.22595260927187746
Bucharest,0.1984536082474227,0.03964984552008239,0.033721898417985015,0.6790123456790124,0.07873664488211808,0.06332033106336377,0.22990611682153317
Buenos Aires,0.38144329896907214,0.047245108135942335,0.07535387177352207,0.5061728395061729,0.09531736971346187,0.12945581037431586,0.22995032913803173
Belo Horizonte,0.2010309278350515,0.04994850669412977,0.24979184013322236,0.5123456790123457,0.13045788106569225,0.0808142942951636,0.2310867076122925
Budapest,0.10309278350515463,0.03166838311019567,0.029975020815986686,0.6975308641975309,0.044871573901529516,0.07091182338141037,0.2353975707022566
Lima,0.27061855670103085,0.025489186405767254,0.1723563696919234,0.5925925925925926,0.13460863852316574,0.06551310720480144,0.23708037562042356
Lodz,0.21907216494845358,0.03810504634397528,0.08409658617818487,0.6851851851851851,0.043934763962422164,0.07104691190057486,0.23801199921130475
Tirana,0.06443298969072164,0.016864057672502576,0.08867610324729391,0.7407407407407408,0.06195923051810456,0.03982216561369991,0.24104549473223535
Santo Domingo,0.05154639175257733,0.01879505664263646,0.11948376353039135,0.5802469135802469,0.06423028491594057,0.10519053511939655,0.24176924881912176
Tehran,0.3505154639175257,0.010427394438722967,1.0,0.1851851851851852,0.17437845093812795,0.06551310720480144,0.24756851509262995
Vilnius,0.16237113402061853,0.03385684860968075,0.09616985845129061,0.691358024691358,0.07565449962791206,0.0812002614927764,0.25298004350309905
Santiago,0.26804123711340205,0.04544284243048404,0.08243130724396339,0.6296296296296297,0.08656772710037047,0.11949785667590576,0.25727284136136325
Pretoria,0.11855670103092784,0.023429454170957775,0.046627810158201506,0.4753086419753087,0.05213692024746382,0.2006836443987717,0.25881649369227333
Shanghai,0.6082474226804123,0.0856076210092688,0.26353039134054956,0.4814814814814815,0.28645701319847594,0.11374453313649009,0.2612055145502283
Sao Paulo,0.18041237113402062,0.06037590113285273,0.24979184013322236,0.5000000000000001,0.2227559650663168,0.1277503178198643,0.26837371114436437
Beijing,0.5257731958762886,0.0856076210092688,0.34263114071607,0.4876543209876544,0.29717760659254644,0.11565748305965848,0.2765237983724248
Muscat,0.28350515463917525,0.042353244078269826,0.13863447127393838,0.08024691358024692,0.19086792804813013,0.35904839787428566,0.2783725425456615
Rio De Janeiro,0.22164948453608246,0.06037590113285273,0.23605328892589508,0.537037037037037,0.23923733126775526,0.1277503178198643,0.27878901897026054
Curitiba,0.2422680412371134,0.043640576725025755,0.2464612822647794,0.49382716049382724,0.15023633159827482,0.16304460574656915,0.27917376356170065
Taipei,0.29639175257731953,0.05406797116374871,0.2502081598667777,0.43209876543209874,0.13460863852316574,0.19828582318360222,0.280343169986551
Moscow,0.6443298969072164,0.06990216271884656,0.20399666944213157,0.33950617283950624,0.3946991157081938,0.1952897528121329,0.28286513849075773
Zagreb,0.13402061855670105,0.024330587023686925,0.0978351373855121,0.7160493827160493,0.07779983494301072,0.11688775350204926,0.2832561854807336
Montevideo,0.3943298969072164,0.05471163748712668,0.12905911740216489,0.7222222222222222,0.10809610615557126,0.11203662828705346,0.28530008932917694
Manama,0.5154639175257731,0.043640576725025755,0.7277268942547878,0.061728395061728406,0.1942643710091795,0.25476247337429414,0.2895096797826022
Braga,0.10824742268041238,0.03437178166838312,0.0,0.8148148148148148,0.053317057443482176,0.11483971505971638,0.29016790087627997
Warsaw,0.27319587628865977,0.04351184346035016,0.12739383846794342,0.6851851851851851,0.12286201519578721,0.13113959227390162,0.2909639903099094
Prague,0.18556701030927836,0.04209577754891865,0.04829308909242299,0.6851851851851851,0.14219639348450713,0.14536972039088827,0.2922449354218202
Johannesburg,0.14432989690721645,0.02124098867147271,0.058284762697751874,0.4753086419753087,0.11861189910840839,0.2526179431325581,0.3019589936579631
Cape Town,0.17268041237113402,0.01763645726055613,0.058284762697751874,0.462962962962963,0.14007539089509957,0.2602625059402764,0.30694596559045273
Bratislava,0.21907216494845358,0.042481977342945426,0.08867610324729391,0.7469135802469136,0.14838907217289213,0.135404529807523,0.30898527102738865
Porto,0.020618556701030945,0.03153964984552008,0.053288925895087436,0.8024691358024693,0.09653197827087595,0.13129156685796167,0.31112583560192725
Limassol,0.61340206185567,0.06449536560247168,0.08867610324729391,0.6666666666666666,0.10085306480818713,0.19709656175595777,0.31315761676098414
Thessaloniki,0.61340206185567,0.06449536560247168,0.12406328059950043,0.8518518518518519,0.07060343131986788,0.11483971505971638,0.3133411331402539
Malaga,0.17525773195876287,0.06719876416065913,0.0353871773522065,0.7037037037037037,0.09221089173356475,0.2044998950651682,0.3199154484854251
Ljubljana,0.17525773195876287,0.03707518022657055,0.08867610324729391,0.7407407407407408,0.13110269829650642,0.16625054578174042,0.3243493589933167
Lisbon,0.10824742268041238,0.042481977342945426,0.0353871773522065,0.8086419753086419,0.14234036211151282,0.15596693226034453,0.33018182695223786
Fortaleza,0.22164948453608246,0.043640576725025755,0.15487094088259784,0.5000000000000001,0.10738437392910659,0.2863056425991996,0.33662929953142995
Nicosia,0.7242268041237113,0.06449536560247168,0.10657785179017487,0.6975308641975309,0.10517415134549836,0.22794257773017515,0.34281607857685215
Valencia,0.17525773195876287,0.06449536560247168,0.08867610324729391,0.7222222222222222,0.09653197827087595,0.25879100599937765,0.3659405735991949
Rochester,0.3505154639175257,0.06089083419155511,0.3875936719400499,0.37654320987654327,0.12135338620293899,0.34150377644779917,0.36736266936203155
Izmir,0.31185567010309273,0.03733264675592173,0.21315570358034971,1.0,0.08576271942542324,0.11335132905392206,0.37146872708677553
Hamilton,0.3376288659793814,0.06694129763130793,0.2564529558701082,0.4506172839506173,0.09833665542629921,0.35535517425212826,0.3735669579045939
Sliema,0.28350515463917525,0.07003089598352215,0.0353871773522065,0.6975308641975309,0.09653197827087595,0.29991822320000583,0.37582850865502326
Madrid,0.28350515463917525,0.06449536560247168,0.07452123230641133,0.7222222222222222,0.2175345676784349,0.2793534084521992,0.3942057322617124
Marseille,0.28350515463917525,0.0853501544799176,0.08867610324729391,0.771604938271605,0.18296181992566352,0.2690722072257884,0.3947738720147712
Detroit,0.3505154639175257,0.048274974253347064,0.23813488759367193,0.37037037037037046,0.10372027098545512,0.42824266722631915,0.39727230833333316
Istanbul,0.3582474226804124,0.04673017507723997,0.2885095753538718,0.9814814814814815,0.1041339273222038,0.14574121381859062,0.3974118145237939
Jerusalem,0.49484536082474223,0.06475283213182285,0.1736053288925895,0.8395061728395061,0.13984625772817508,0.231527248078004,0.39786969454356347
San Antonio,0.5206185567010309,0.044026776519052534,0.2243963363863447,0.3209876543209877,0.17437845093812795,0.44480307229889304,0.40290218360851726
Naples,0.10824742268041238,0.058959835221421224,0.08867610324729391,0.9012345679012346,0.18728290646297469,0.2176613765037644,0.40364956261485063
Manchester,0.4639175257731958,0.07968589083419156,0.1611157368859284,0.6666666666666666,0.21885664577431801,0.30584764427333233,0.40435785410402336
Victoria,0.461340206185567,0.07518022657054584,0.30932556203164036,0.46913580246913583,0.19528837321534662,0.370733554782013,0.40780662062484707
Phoenix,0.5412371134020618,0.056642636457260566,0.17651956702747712,0.33950617283950624,0.14123727854684962,0.4679852271055114,0.40847326244088655
Indianapolis,0.5154639175257731,0.048274974253347064,0.15611990008326396,0.3580246913580248,0.14123727854684962,0.46703960747136014,0.4114726519125126
Haifa,0.40206185567010305,0.06359423274974253,0.2485428809325562,0.8024691358024693,0.12147099437711263,0.25952193137985685,0.41267293031448704
Charlotte,0.39948453608247414,0.044026776519052534,0.2106577851790175,0.32716049382716056,0.16112319861790117,0.4709812974769807,0.41689209566373775
Christchurch,0.48453608247422675,0.09024201853759012,0.23272273105745211,0.6851851851851851,0.15434045133150703,0.32321375587092294,0.41816926482385997
Portland,0.4355670103092783,0.06089083419155511,0.23813488759367193,0.37654320987654327,0.18763573098549566,0.4490607729475592,0.42184922128255553
New Orleans,0.37113402061855666,0.07775489186405767,0.3197335553705246,0.3580246913580248,0.22740554340045785,0.43423480796925773,0.42246165317803547
Tampa,0.4768041237113402,0.056642636457260566,0.3197335553705246,0.32716049382716056,0.16112319861790117,0.46151786425051206,0.42372958638074176
Saint Louis,0.3505154639175257,0.06089083419155511,0.1835970024979184,0.33333333333333337,0.17437845093812795,0.4881713115406605,0.42481064786578926
Glasgow,0.49484536082474223,0.09255921730175078,0.1611157368859284,0.617283950617284,0.20400354446704233,0.37006534907114585,0.42564899219230046
Las Vegas,0.3917525773195876,0.07775489186405767,0.23813488759367193,0.3580246913580248,0.09815415998361596,0.4914833925551753,0.42670439837006935
Orlando,0.3505154639175257,0.05239443872296602,0.2243963363863447,0.3641975308641976,0.21414826335309012,0.45663055461074004,0.4267665156723899
Marbella,0.28350515463917525,0.05239443872296602,0.0978351373855121,0.6790123456790124,0.14838907217289213,0.3616126674434257,0.42702518687936253
Dallas,0.5206185567010309,0.06089083419155511,0.1835970024979184,0.3209876543209877,0.26054671579173616,0.48154714951163097,0.4298711145505904
Montreal,0.3376288659793814,0.07518022657054584,0.30932556203164036,0.5061728395061729,0.16943485216855278,0.4014903158417824,0.4328172524921852
Houston,0.4355670103092783,0.06089083419155511,0.18318068276436306,0.34567901234567905,0.2472914634715094,0.4834408010749187,0.4358423653601393
Regina,0.5283505154639174,0.07518022657054584,0.30932556203164036,0.4506172839506173,0.16943485216855278,0.43224948919653694,0.43597145224148803
Lyon,0.3943298969072164,0.07543769309989701,0.10657785179017487,0.691358024691358,0.15703327297465544,0.3821750698962472,0.4413729363871902
Vienna,0.3943298969072164,0.07543769309989701,0.08867610324729391,0.7283950617283951,0.2287722314934413,0.3616126674434257,0.447163148774809
Florence,0.10824742268041238,0.06449536560247168,0.08867610324729391,0.9012345679012346,0.2348189138276797,0.2793534084521992,0.44717679456465625
Liverpool,0.3582474226804124,0.07543769309989701,0.1602830974188177,0.7901234567901235,0.15737595886147174,0.34104785269561905,0.4503898858867725
Belfast,0.4097938144329896,0.053681771369721944,0.17027477102414654,0.8148148148148148,0.1391913018616563,0.33144691865500087,0.45303643932038606
Brighton,0.48711340206185566,0.16915550978372812,0.11823480432972522,0.8024691358024693,0.23819710724446075,0.3554830258863375,0.45403926039728504
Birmingham,0.4355670103092783,0.06655509783728115,0.11865112406328063,0.8024691358024693,0.17758225982078946,0.3458700303707939,0.4551559780123452
Los Angeles,0.5206185567010309,0.07350669412976313,0.23813488759367193,0.38271604938271603,0.3268310883014338,0.4740183768631964,0.45717718150352477
Vancouver,0.5025773195876287,0.0792996910401648,0.44213155703580354,0.5061728395061729,0.3504135549503916,0.370733554782013,0.4580501592664591
Toronto,0.4201030927835051,0.08341915550978372,0.30682764363030807,0.46913580246913583,0.29870448512966297,0.43224948919653694,0.4589315497868246
Cologne,0.3402061855670102,0.07003089598352215,0.06203164029975022,0.771604938271605,0.17431761912390023,0.3821750698962472,0.46043651714038025
Chicago,0.4768041237113402,0.07775489186405767,0.23813488759367193,0.3950617283950617,0.30694516823038226,0.4802083257949115,0.460731910075051
Nice,0.3943298969072164,0.08097322348094747,0.12406328059950043,0.7592592592592593,0.2348189138276797,0.3628043411660552,0.46098205712109575
Philadelphia,0.4355670103092783,0.0692584963954686,0.23813488759367193,0.3580246913580248,0.30031652820669835,0.4981871603187126,0.46210480383577757
Seoul,0.5128865979381442,0.04428424304840371,0.39716902581182345,0.6790123456790124,0.27121256055300175,0.32264927884441424,0.4627835058456228
Dubai,0.5206185567010309,0.056900102986611745,0.44296419650291424,0.14814814814814814,0.3773377159275939,0.5290717730126911,0.4653019124474719
Miami,0.5206185567010309,0.06089083419155511,0.3197335553705246,0.3580246913580248,0.3732295407400798,0.46609157554222364,0.4656405593697499
Minneapolis,0.5206185567010309,0.06089083419155511,0.3197335553705246,0.3518518518518519,0.17437845093812795,0.524601790405338,0.4696732468161514
Rome,0.10824742268041238,0.06449536560247168,0.08867610324729391,0.9012345679012346,0.4076806248643957,0.2772981331249111,0.47173042746895155
Edmonton,0.5025773195876287,0.08341915550978372,0.37593671940049966,0.38271604938271603,0.20821513373874356,0.5014534077285108,0.47317742973770494
Bristol,0.48711340206185566,0.08251802265705459,0.20191507077435472,0.7962962962962964,0.30386505070331715,0.33445263820641047,0.4740795893169317
Strasbourg,0.3943298969072164,0.07003089598352215,0.08867610324729391,0.771604938271605,0.1656754460492778,0.40273988464405386,0.4750157633331917
Calgary,0.5025773195876287,0.08341915550978372,0.30932556203164036,0.41358024691358025,0.2017527673406156,0.5091413918459606,0.47614485615048474
Berlin,0.3298969072164948,0.06449536560247168,0.07119067443796837,0.7962962962962964,0.16135435951196664,0.3984845962903728,0.4770929517936855
Utrecht,0.3943298969072164,0.06449536560247168,0.08867610324729391,0.8518518518518519,0.2175345676784349,0.3595549798211525,0.4790149781567096
San Diego,0.4768041237113402,0.06089083419155511,0.1835970024979184,0.37037037037037046,0.2936899159101554,0.5357996637260792,0.4809665239283995
Nottingham,0.48711340206185566,0.0792996910401648,0.11865112406328063,0.8024691358024693,0.137171685629295,0.40355765264399596,0.48188387714264624
Wellington,0.41237113402061853,0.09024201853759012,0.2556203164029975,0.6790123456790124,0.2828618529776159,0.39633765375365165,0.48318239111508277
Hamburg,0.3170103092783505,0.09745108135942329,0.053288925895087436,0.7962962962962964,0.2866780354568368,0.39245868341764306,0.4847094731582575
Cork,0.3943298969072164,0.06784243048403707,0.26602830974188174,0.7962962962962964,0.18296181992566352,0.3649030378030747,0.4856111364429426
Honolulu,0.5206185567010309,0.06089083419155511,0.23813488759367193,0.41358024691358025,0.3467149806453444,0.5026812658759165,0.4876787358925066
Seattle,0.4768041237113402,0.06822863027806386,0.2243963363863447,0.3641975308641976,0.30694516823038226,0.5435262445632902,0.49033661591182354
Milan,0.15206185567010308,0.06449536560247168,0.08867610324729391,0.9012345679012346,0.32124875548246723,0.3307642391742232,0.4910201266785137
Rotterdam,0.38402061855670094,0.08097322348094747,0.07119067443796837,0.8580246913580247,0.2348189138276797,0.3821750698962472,0.49205737336770655
Newark,0.4768041237113402,0.0692584963954686,0.34679433805162374,0.37037037037037046,0.17437845093812795,0.5504664172353653,0.4927585943036322
Leicester,0.48711340206185566,0.06964469618949537,0.13072439633638633,0.8395061728395061,0.13515004166979275,0.40355765264399596,0.4946221857394859
Frankfurt,0.3943298969072164,0.07543769309989701,0.0807660283097419,0.7962962962962964,0.18296181992566352,0.4233046993918605,0.49474389591553813
Stuttgart,0.3943298969072164,0.06449536560247168,0.08867610324729391,0.771604938271605,0.17431761912390023,0.4397565511901058,0.49952760882431635
Toulouse,0.3402061855670102,0.07003089598352215,0.08867610324729391,0.7469135802469136,0.18296181992566352,0.4562084029883511,0.5034461103812248
Oxford,0.48711340206185566,0.0792996910401648,0.24313072439633637,0.7962962962962964,0.27860768143595527,0.3795215454126593,0.5036038508412933
Tokyo,0.4381443298969071,0.1286045314109166,0.26602830974188174,0.5617283950617283,0.37444617702463484,0.46918896230306634,0.5048764693753806
Brussels,0.3943298969072164,0.07543769309989701,0.12406328059950043,0.7962962962962964,0.2175345676784349,0.4233046993918605,0.5057447892714678
Galway,0.3943298969072164,0.07543769309989701,0.17735220649458783,0.8148148148148148,0.14838907217289213,0.4233046993918605,0.5075797258511585
Venice,0.17525773195876287,0.06449536560247168,0.053288925895087436,0.8209876543209876,0.2348189138276797,0.4233046993918605,0.5077006521151213
Malmo,0.5927835051546391,0.10556127703398559,0.2656119900083264,0.8209876543209876,0.1988592007105156,0.40564670010107523,0.5128056520815393
Boston,0.5206185567010309,0.07775489186405767,0.23813488759367193,0.3580246913580248,0.4395118855226366,0.5622938995472124,0.5200715728032788
Leeds,0.3582474226804124,0.07453656024716787,0.17485428809325562,0.8086419753086419,0.137171685629295,0.4516322794016544,0.5212758608562166
Edinburgh,0.38402061855670094,0.0792996910401648,0.19150707743547046,0.7901234567901235,0.17758225982078946,0.4516322794016544,0.5237837982173608
Dresden,0.3943298969072164,0.06449536560247168,0.07119067443796837,0.7777777777777778,0.2175345676784349,0.4747155301138845,0.5264000302019786
Doha,0.5618556701030927,0.057543769309989716,0.5074937552039968,0.06790123456790123,0.4260376386711898,0.6404401955888775,0.5268567977297796
Munich,0.4381443298969071,0.07543769309989701,0.12406328059950043,0.7962962962962964,0.2348189138276797,0.4644343288874737,0.5330561335538133
Washington,0.45618556701030927,0.07775489186405767,0.23813488759367193,0.38271604938271603,0.47265305791391493,0.5701796918534388,0.5365851646637716
Dublin,0.461340206185567,0.08367662203913492,0.26602830974188174,0.8148148148148148,0.2348189138276797,0.43358831291325634,0.5371990943510871
Copenhagen,0.788659793814433,0.09449021627188466,0.14945878434637802,0.8209876543209876,0.3117285765558243,0.45359829981449457,0.5440996807569037
Singapore,0.5257731958762886,0.04454170957775489,0.5699417152373023,0.6419753086419754,0.6171874207919086,0.3525641489543908,0.5457989238764889
Paris,0.5051546391752577,0.0919155509783728,0.12406328059950043,0.771604938271605,0.4076806248643957,0.4644343288874737,0.5495099406622312
Dusseldorf,0.3943298969072164,0.08367662203913492,0.0974188176519567,0.7469135802469136,0.2175345676784349,0.5261263608359086,0.5497888609934642
Helsinki,0.5077319587628865,0.10839340885684862,0.26602830974188174,0.8395061728395061,0.2866780354568368,0.44386951413966713,0.5538384469556936
Stockholm,0.6185567010309277,0.1184346035015448,0.24063280599500417,0.8580246913580247,0.2800696727045622,0.4539529071773013,0.5586238396556353
San Francisco,0.4355670103092783,0.07775489186405767,0.30599500416319736,0.38271604938271603,0.4792816979375988,0.6143391638503124,0.5734772173944236
London,0.48711340206185566,0.1216529351184346,0.20191507077435472,0.8209876543209876,0.5008648256256046,0.4516322794016544,0.5748998380779144
Gold Coast,0.5386597938144329,0.10646240988671474,0.24687760199833475,0.5617283950617283,0.24123464250156637,0.6192940177496666,0.5762474441189076
New York,0.5103092783505154,0.08612255406797116,0.3197335553705246,0.38271604938271603,0.6383609475974475,0.5812207660001497,0.5775549230316621
Darwin,0.7113402061855669,0.10646240988671474,0.3309741881765196,0.5987654320987654,0.38430701411095314,0.5585065964206368,0.5816406471614397
Ottawa,0.461340206185567,0.07518022657054584,0.30932556203164036,0.4506172839506173,0.1823616126919497,0.6706180058522277,0.5821525966927599
Gothenburg,0.6958762886597937,0.115216271884655,0.24479600333055787,0.845679012345679,0.17855556884843346,0.526411011644148,0.5847924529300769
Melbourne,0.4510309278350515,0.13246652935118436,0.3309741881765196,0.5432098765432098,0.3958893915399168,0.6037323028009158,0.5925577772873588
The Hague,0.4278350515463916,0.08097322348094747,0.07993338884263114,0.8950617283950618,0.2521052877040654,0.5466911755837152,0.6050458270381198
Brisbane,0.5386597938144329,0.10646240988671474,0.3309741881765196,0.5679012345679012,0.45243661831889254,0.599030739874995,0.6085191675168355
Nashville,0.8350515463917525,0.13117919670442843,0.4733555370524563,0.3580246913580248,0.4332157927500644,0.7162272671351345,0.6347908363343022
Luxembourg,0.3943298969072164,0.07003089598352215,0.08867610324729391,0.6666666666666666,0.32124875548246723,0.6906424665233765,0.6441017677250166
Sydney,0.4510309278350515,0.13246652935118436,0.3588676103247294,0.5740740740740741,0.5410036843802151,0.6355046400494039,0.6454508917853248
Cambridge,0.3582474226804124,0.08251802265705459,0.24313072439633637,0.8148148148148148,0.24829924386054913,0.6295076747164953,0.654999968448521
Canberra,0.4510309278350515,0.12371266735324409,0.3309741881765196,0.5679012345679012,0.37798050543126716,0.7003447169533681,0.656237598140691
Perth,0.5850515463917525,0.12384140061791968,0.3309741881765196,0.5555555555555556,0.3979333404979692,0.7810697563340837,0.7042906360454337
Trondheim,0.8273195876288659,0.13529866117404737,0.470857618651124,0.925925925925926,0.3162990735314693,0.6465529510810701,0.7265042202384802
Hong Kong,0.5618556701030927,0.052523171987641615,0.3318068276436303,0.8950617283950618,1.0,0.5040996953271435,0.728884376669712
Oslo,0.7113402061855669,0.12088053553038104,0.42422980849292263,0.925925925925926,0.3844530104650998,0.6465529510810701,0.732930743464109
Bergen,0.8556701030927834,0.13529866117404737,0.42422980849292263,0.925925925925926,0.32538734657709517,0.6952017040451777,0.7508898722951215
Stavanger,1.0,0.11380020597322349,0.470857618651124,0.9938271604938271,0.42989032023894735,0.6843897979220492,0.7873331204462977
Basel,0.747422680412371,0.12976313079299692,0.21731890091590342,0.7283950617283951,0.3099603984889377,0.8990816392991803,0.7921032167400547
Geneva,0.5670103092783504,0.14328012358393408,0.3480432972522897,0.7469135802469136,0.5043504885808546,0.9159580550147995,0.8523498580174652
Lausanne,0.6572164948453607,0.13877445932028837,0.26103247293921733,0.771604938271605,0.32308182081786346,1.0,0.8714047251902155
Zurich,0.690721649484536,0.13877445932028837,0.26103247293921733,0.7654320987654322,0.4578465943308805,0.9834613055822921,0.8797698013498053
